id,title,plot,genres,director,country,year,film_type,poster_url,slug
37,Huyễn Mộng Tình Duyên,"Nữ diễn viên quần chúng nợ nần chồng chất Cố Trăn Trăn và nhân tài mới nổi trong lĩnh vực công nghệ Lục Vân Sâm vừa kết thúc hợp đồng hôn nhân, chuẩn bị chào đón một cuộc sống mới. Nhưng Lục Vân Sâm bất ngờ bị mất trí nhớ, chỉ nhớ Trăn Trăn là ""vợ"" của mình! Không còn cách nào, Cố Trăn Trăn đành phải tiếp tục cuộc hôn nhân hợp đồng để giúp Lục Vân Sâm lấy lại ký ức, nhưng dần dần cô lại khám phá ra sự thật đằng sau cuộc hôn nhân hợp đồng này và tìm thấy tình yêu đích thực.",Tình Cảm,Đang cập nhật,Trung Quốc,2023,Phim Bộ,https://img.ophim.live/uploads/movies/huyen-mong-tinh-duyen-thumb.jpg,huyen-mong-tinh-duyen
38,Thiếu Niên Giang Hồ,"Nữ chính Tiểu Như là một tên võ công tầm thường, lập dị, nghèo khó, dễ thương và nhát gan, bề ngoài thì lừa lọc và tham tiền, trong lòng thì sẵn sàng giúp đỡ người khác. cô ngốc bị bắt nạt cô Murong Zhuwan. Xiaoru, người không biết gì về tình yêu, buộc phải tham gia vào các cuộc tranh chấp sau khi gặp người đàn ông mình thích, Murong Chong, và cũng gặp Fu Hong, người nghĩ rằng mình đã bị phản bội và căm ghét vì tình yêu. Murong Chong, Zhu Wan và Fu Hong phải vật lộn để sống sót trước nhiều âm mưu khác nhau trên đấu trường, và xung đột giữa họ ngày càng trở nên gay gắt hơn. Trong khi tận hưởng vinh quang và quyền lợi, ba người họ cũng gánh vác áp lực và trách nhiệm, họ lớn lên trong nghịch cảnh xa lạ, trở nên dũng cảm và mạnh mẽ vì tình yêu, và làm việc chăm chỉ vì tình yêu. .",Cổ Trang|Phiêu Lưu|Tâm Lý|Võ Thuật,Wing-Lun Mak,Trung Quốc,2023,Phim Bộ,https://img.ophim.live/uploads/movies/thieu-nien-giang-ho-thumb.jpg,thieu-nien-giang-ho
39,Đừng Lừa Dối Tôi,"Sau cái chết bất ngờ của cha mẹ, hai chị em phải tự lo cho bản thân. Những tin đồn lan truyền trong khu phố rằng họ đã nhận được một số tiền bồi thường lớn, nhưng cả hai không bao giờ trả lời. Khi họ lớn lên, họ từng kết hôn. Không ngờ, chị chồng đòi bồi thường thì em chồng lại bạo hành, vô tâm. Sau khi nhìn rõ bộ mặt thật của chồng, hai chị em đã chung sức chống trả và bước tiếp một cuộc sống mới tốt đẹp hơn.",Tâm Lý|Tình Cảm,Đang cập nhật,Trung Quốc,2023,Phim Bộ,https://img.ophim.live/uploads/movies/dung-lua-doi-toi-thumb.jpg,dung-lua-doi-toi
40,Vì Những Gì Ta Đã Yêu,"Vì Những Gì Ta Đã Yêu - All That We Loved là một bộ phim học đường xoay quanh câu chuyện về tình bạn và tình yêu chân thành của những thanh niên đang trong độ tuổi mười tám, miêu tả mối tình tay ba giữa hai người bạn thân là Go Yoo và Go Joon Hee, hai người đồng thời phải lòng cô bạn Han So Yeon xinh đẹp mới chuyển trường đến. Sau này, khi Joon Hee bị bệnh, Go Yoo đã hiến một bên thận của mình cho cậu bạn thân Go Joon Hee.",Tình Cảm,Kim Jin Sung,Hàn Quốc,2023,Phim Bộ,https://img.ophim.live/uploads/movies/vi-nhung-gi-ta-da-yeu-thumb.jpg,vi-nhung-gi-ta-da-yeu
41,Tin & Tina,"Sau lần sảy thai đau thương, một cặp đôi trẻ nhận nuôi cặp song sinh kỳ quặc ở một tu viện. Nhưng việc chúng ám ảnh với tôn giáo nhanh chóng khiến gia đình họ xáo trộn.",Kinh Dị,Rubin Stein,Tây Ban Nha,2023,Phim Lẻ,https://img.ophim.live/uploads/movies/tin-andamp-tina-thumb.jpg,tin-andamp-tina
42,Máu và vàng,"Trong giai đoạn cuối đầy tàn khốc của Thế chiến II, một viên lính đào ngũ người Đức và một phụ nữ trẻ bị kéo vào trận chiến đẫm máu với nhóm Đức Quốc xã đang săn lùng vàng bị giấu.",Chính Kịch|Hành Động|Phiêu Lưu,Peter Thorwarth,Đức,2023,Phim Lẻ,https://img.ophim.live/uploads/movies/mau-va-vang-thumb.jpg,mau-va-vang
43,Sóng triều đổi vận,"Khi con tàu chở đầy cocain chìm ngoài khơi hòn đảo quê nhà của anh, Eduardo nhìn thấy cơ hội mạo hiểm nhưng lý thú để kiếm tiền và hoàn thành những ước mơ không tưởng.",Chính Kịch,Đang cập nhật,Bồ Đào Nha,2023,Phim Bộ,https://img.ophim.live/uploads/movies/song-trieu-doi-van-thumb.jpg,song-trieu-doi-van
44,Người Chơi Cờ,"""PLAYING GO"" lấy bối cảnh thành phố phía Nam vào đầu thế kỷ, xoay quanh câu chuyện về Thôi Nghiệp - một giáo viên dạy cờ vây bình thường. Một tai nạn bất ngờ đã cuốn anh vào vòng xoáy tội phạm, từng bước sa vào con đường tội lỗi. Người anh trai - trung úy cảnh sát Thôi Vĩ không ngừng truy đuổi em mình, tạo nên câu chuyện kịch tính về hai con đường trắng đen đối lập giữa hai anh em.&nbsp;",Bí Ẩn|Hình Sự,Phòng Viễn,Trung Quốc,2025,Phim Bộ,https://img.ophim.live/uploads/movies/nguoi-choi-co-thumb.jpg,nguoi-choi-co
45,Chuyện Tình Của Anh Chị Em Tôi (Bản Trung 2025),"Mô hình phổ biến của Hàn Quốc đã được giới thiệu và tác giả gốc đã tham gia vào quá trình sản xuất. Năm cặp anh chị em bản xứ ở trong cabin và mỗi người tìm kiếm nửa kia dưới sự nhìn chằm chằm và tham gia của anh chị em mình. Phá vỡ mô hình tình yêu toàn diện truyền thống và tình yêu song song và tình yêu gia đình. Việc che giấu danh tính của anh chị em ngay từ đầu và nhìn vào ảnh hưởng của gia đình bản xứ đối với tình cảm không còn là hành trình tìm kiếm tình yêu đơn thuần nữa mà là một bí ẩn của ""thần tình yêu thật và giả"" với tiếng cười không ngớt. Đây cũng là một hành trình mới ấm áp và ấm áp đan xen với anh chị em.",Tình Cảm,Đang cập nhật,Trung Quốc,2025,Phim Bộ,https://img.ophim.live/uploads/movies/chuyen-tinh-cua-anh-chi-em-toi-ban-trung-2025-thumb.jpg,chuyen-tinh-cua-anh-chi-em-toi-ban-trung-2025
46,Tracker (Phần 2),"Trong Tracker mùa 2, Colter Shaw, một người sinh tồn đơn độc, tiếp tục cuộc hành trình của mình trên chiếc RV cũ kỹ dọc đất nước, sử dụng kỹ năng của mình hỗ trợ cảnh sát tìm người bị mất tích và nhận tiền thưởng.Cùng với sự hỗ trợ của nữ luật sư Reenie Green, người điều hành Velma Bruin và chuyên gia công nghệ Bobby Exley, Colter sẽ không ngần ngại bất cứ điều gì để hoàn thành công việc.",Chính Kịch|Hình Sự,Đang cập nhật,Âu Mỹ,2024,Phim Bộ,https://img.ophim.live/uploads/movies/tracker-phan-2-thumb.jpg,tracker-phan-2
47,Arnold,"Loạt phim tài liệu chân thật này xoay quanh cuộc đời và sự nghiệp đa diện của Arnold Schwarzenegger, từ nhà vô địch thể hình, biểu tượng Hollywood cho đến chính trị gia.",Tài Liệu,Lesley Chilcott,Âu Mỹ,2023,Phim Bộ,https://img.ophim.live/uploads/movies/arnold-thumb.jpg,arnold
48,Star Wars: Biệt Đội Nhân Bản Đặc Biệt (Phần 2),"The Bad Batch là một đội đặc biệt được biến đổi gene để có khả năng đặc biệt hơn người bình thường. Đội này chuyên có những nhiệm vụ đặc biệt mà thậm chí Jedi mới có thể làm, thường những nhiệm vụ này trên trình Clone bình thường. Trong phần 7 vừa rồi, The Bad Batch đã xuất hiện để hỗ trợ Anakin và Rex cứu lấy Echo. Tuy nhiên vì khác biệt với phần còn lại nên Echo đã đi cùng The Bad Batch để khác biệt cùng họ.",Hành Động|Phiêu Lưu,Đang cập nhật,Âu Mỹ,2023,Phim Hoạt Hình,https://img.ophim.live/uploads/movies/star-wars-biet-doi-nhan-ban-dac-biet-phan-2-thumb.jpg,star-wars-biet-doi-nhan-ban-dac-biet-phan-2
49,Yêu Em Không Nói Cũng Hiểu,"Mạc Ninh Khê bị ép đưa ra nước ngoài sau khi chịu nhiều phản bội từ người thân. Sáu năm trôi qua, cô cùng đứa con dễ thương của mình trở về với tư cách là một nhà thiết kế thời trang nổi tiếng, chỉ để tìm ra nguyên nhân cái chết của mẹ và lấy lại mọi thứ thuộc về mình. Oan gia ngõ hẹp thế nào, cô lại gặp ngay Lệ Tỷ Thừa. Cô em gái trà xanh và mẹ kế độc ác hãm hại cô hết lần này đến lần khác, nhưng ngờ đâu lại được anh cứu, từ đó trở thành người anh cưng chiều nhất trên đời, bị ép cưới nhưng cô lại không muốn làm mẹ kế. Nhờ sự giúp đỡ của Long Phượng Tam Bảo Thần, Mạc Ninh Khê và Lệ Tỷ Thừa cuối cùng cũng ở bên nhau sau sáu năm, âm mưu sáu năm trước và sự thật về cái chết của mẹ họ đã được phơi bày…",Gia Đình|Tâm Lý,Đang cập nhật,Trung Quốc,2023,Phim Bộ,https://img.ophim.live/uploads/movies/yeu-em-khong-noi-cung-hieu-thumb.jpg,yeu-em-khong-noi-cung-hieu
50,Hậu Lãng - Gen Z,"Hậu Lãng - Gen Z xoay quanh Tôn Đầu Đầu, một cô nàng hơn 20 tuổi, không cha không mẹ. Trong một lần gặp phiền phức do từng lên tiếng khi thấy chuyện không công bằng, cô được giáo sư đại học Trung Y là Nhậm Tân Chính giúp đỡ. Sau này, ông biết được thân thế của Đầu Đầu, quyết định dẫn cô tham gia vào lớp Trung Y, giúp cô bắt đầu lại cuộc đời. Từ đây, dưới sự dẫn dắt của Nhậm Tân Chính, Tôn Đầu Đầu bắt đầu con đường học tập, kế thừa truyền thống gia đình. Ai ngờ khi vào lớp, cô và con trai của thầy giáo - Nhậm Thiên Chân đối đầu lẫn nhau, gây ra biết bao chuyện.  Cả hai không ngừng va chạm, không ngừng trưởng thành, dần dần hiểu và gỡ bỏ hiểu lầm, từ từ tìm hiểu đối phương.",Tình Cảm,Hàn Hiểu Quân,Trung Quốc,2023,Phim Bộ,https://img.ophim.live/uploads/movies/hau-lang-thumb.jpg,hau-lang
51,Kubo Không Để Tôi Vô Hình,"Học sinh trung học Junta Shiraishi có một mục tiêu đơn giản là sống một tuổi trẻ viên mãn. Trên thực tế, sự vắng mặt của Shiraishi nghiêm trọng đến mức mọi người nghĩ rằng chỗ ngồi của anh ấy trong lớp luôn trống và lầm tưởng rằng anh ấy thường trốn học. Thậm chí còn có một tin đồn kỳ lạ, cho rằng những ai nhìn thấy Shiraishi sẽ được ban phước lành. Người duy nhất nhận ra sự tồn tại của anh ấy là Nagisa Kubo, cô gái ngồi cạnh anh ấy. Tuy nhiên, thật không may cho anh ấy, Kubo thích trêu chọc anh ấy hàng ngày. Khi những trò hề khôi hài của Kubo tiếp tục liên quan đến Shiraishi, anh ấy có thể sớm phát hiện ra rằng tuổi trẻ của mình có thể không nhàm chán như anh ấy nghĩ ban đầu?",Học Đường|Tình Cảm,Đang cập nhật,Nhật Bản,2023,Phim Hoạt Hình,https://img.ophim.live/uploads/movies/kubo-khong-de-toi-vo-hinh-thumb.jpg,kubo-khong-de-toi-vo-hinh
52,Hãy chăm sóc Maya,"Trong bộ phim tài liệu này, một cặp đôi đau khổ ở Florida đấu tranh với chính quyền để giành quyền giám hộ cô con gái ốm yếu sau khi họ bị cáo buộc bạo hành trẻ em.",Tài Liệu,Henry Roosevelt,Âu Mỹ,2023,Phim Lẻ,https://img.ophim.live/uploads/movies/hay-cham-soc-maya-thumb.jpg,hay-cham-soc-maya
53,85 South: Giai thoại đường phố,"DC Young Fly, Karlous Miller và Chico Bean mang podcast nổi tiếng lên sân khấu của sự kiện hài có một không hai, nơi không có gì vượt quá giới hạn và không ai ngần ngại điều chi.",Hài Hước,Stan Lathan,Âu Mỹ,2023,Phim Lẻ,https://img.ophim.live/uploads/movies/85-south-giai-thoai-duong-pho-thumb.jpg,85-south-giai-thoai-duong-pho
54,Chú kỳ lân nơi biển cả,"Từ xưa đến nay, bé Kelp hiếu kỳ luôn nghĩ mình là kỳ lân biển nhưng một ngày cậu phát hiện ra mình thực ra là kỳ lân. Giờ thì cậu có hai thế giới để khám phá!",Âm Nhạc|Phiêu Lưu,Đang cập nhật,Âu Mỹ,2023,Phim Hoạt Hình,https://img.ophim.live/uploads/movies/chu-ky-lan-noi-bien-ca-thumb.jpg,chu-ky-lan-noi-bien-ca
55,Đến thế giới mới với smartphone! 2,In Another World with My Smartphone,Hài Hước,Đang cập nhật,Nhật Bản,2023,Phim Hoạt Hình,https://img.ophim.live/uploads/movies/den-the-gioi-moi-voi-smartphone-2-thumb.jpg,den-the-gioi-moi-voi-smartphone-2
56,Nữ Hoàng Mặt Nạ,"Cuộc chiến vạch mặt lẫn nhau tàn khốc xuất phát từ ghen tuông, dục vọng và lòng thù hận của 4 người bạn thân.",Tâm Lý|Tình Cảm,Kang Ho Joong,Hàn Quốc,2023,Phim Bộ,https://img.ophim.live/uploads/movies/nu-hoang-mat-na-thumb.jpg,nu-hoang-mat-na
57,Xin Hãy Trở Thành Người Nhà Của Tôi,"Nó kể câu chuyện về những người đàn ông và phụ nữ sinh vào những năm 90, từ cuộc sống độc thân với con cái đến khi về chung một mái nhà. Để có chi phí phẫu thuật khối u não của con gái mình là Xuanxuan, Qi Sile cần giành được đơn đặt hàng trong dự án lập kế hoạch của Maolin, và quấy rầy Song Haoyu, ông chủ của Maolin. Và khi Song Haoyu đưa con trai Chenchen của mình đi chọn quà sinh nhật, anh ấy đã phát hiện ra Qi Sile có chiếc trâm cài giống Chenchen. Song Haoyu dần xác nhận mối quan hệ giữa Xuanxuan và Chenchen thông qua manh mối của chiếc trâm cài. Để hai đứa trẻ có một gia đình hạnh phúc, Song Haoyu đã cầu hôn Qi Sile, và cả hai bước vào một cuộc hôn nhân với một tương lai không chắc chắn.",Gia Đình|Tình Cảm,Tống Địch,Trung Quốc,2023,Phim Bộ,https://img.ophim.live/uploads/movies/xin-hay-tro-thanh-nguoi-nha-cua-toi-thumb.jpg,xin-hay-tro-thanh-nguoi-nha-cua-toi
58,Thanh gươm diệt quỷ (Phần 4) - Phần Làng rèn kiếm,"Trong khi ở làng Thợ Rèn để sửa chữa thanh kiếm bị hư hại, Tanjiro nhập hội cùng Luyến Trụ và Hà Trụ trong cuộc chiến với mối đe dọa ác quỷ mới.",Hành Động,Đang cập nhật,Nhật Bản,2023,Phim Hoạt Hình,https://img.ophim.live/uploads/movies/thanh-guom-diet-quy-phan-4-phan-lang-ren-kiem-thumb.jpg,thanh-guom-diet-quy-phan-4-phan-lang-ren-kiem
59,Biên Niên Sử Quý Tộc Tái Sinh Ở Thế Giới Khác,"Kazuya Shiina, người đã bị giết vì bảo vệ sự an toàn của các cô gái, được tái sinh trong thế giới của kiếm và ma thuật mà anh ấy đã thấy trong giấc mơ của mình với tư cách là con trai thứ ba của một nhà quý tộc—Kain von Silverdot. Theo thói quen của thế giới này, Cain đã được rửa tội khi mới 5 tuổi và nhận được sự ban phước của các vị thần... Tuy nhiên, vì nhận được quá nhiều sự ban phước từ các vị thần, anh ấy đã vượt qua người thường và trở thành &quot;Tông đồ của Chúa&quot;  ? !",Hài Hước,Đang cập nhật,Nhật Bản,2023,Phim Hoạt Hình,https://img.ophim.live/uploads/movies/bien-nien-su-quy-toc-tai-sinh-o-the-gioi-khac-thumb.jpg,bien-nien-su-quy-toc-tai-sinh-o-the-gioi-khac
60,Không Chỉ Là Mối Quan Hệ Thuê Chung Nhà,Không Chỉ Là Mối Quan Hệ Thuê Chung Nhà - vnsub.vip,Khoa Học|Viễn Tưởng,Đang cập nhật,Trung Quốc,2023,Phim Bộ,https://img.ophim.live/uploads/movies/khong-chi-la-moi-quan-he-thue-chung-nha-thumb.jpg,khong-chi-la-moi-quan-he-thue-chung-nha
61,Black Clover: Thanh kiếm của Ma pháp Vương,"Khi một cậu bé không biết dùng ma thuật song có trái tim quả cảm cố giành danh hiệu Ma pháp Vương, bốn Ma pháp Vương bị trục xuất thời xưa quay lại để nghiền nát Vương quốc Clover.",Hành Động|Phiêu Lưu,Tanemura Ayataka,Nhật Bản,2023,Phim Hoạt Hình,https://img.ophim.live/uploads/movies/black-clover-thanh-kiem-cua-ma-phap-vuong-thumb.jpg,black-clover-thanh-kiem-cua-ma-phap-vuong
62,Xếp Hạng Của Các Vị Vua: Chiếc Rương Của Lòng Dũng Cảm,"Kể về &quot;Câu chuyện dũng cảm&quot; chưa kể của Boki, Kage và những người bạn xung quanh họ",Phiêu Lưu,Đang cập nhật,Nhật Bản,2023,Phim Hoạt Hình,https://img.ophim.live/uploads/movies/ranking-of-kings-the-treasure-chest-of-courage-thumb.jpg,ranking-of-kings-the-treasure-chest-of-courage
63,Cưới Trước Yêu Sau 2,"Một người là nữ chủ tịch đầy mưu mô, độc đoán, còn người kia là một chàng trai trẻ dịu dàng, trầm ổn. Vì sự cố ngẫu nhiên đi xem mắt mà lại thành đôi, cả hai nắm tay nhau cùng đồng hành, bắt đầu cuộc sống hôn nhân dở khóc dở cười.",Hài Hước|Tình Cảm,Đang cập nhật,Trung Quốc,2023,Phim Bộ,https://img.ophim.live/uploads/movies/cuoi-truoc-yeu-sau-2-thumb.jpg,cuoi-truoc-yeu-sau-2
64,Hà Thú,"Vào những năm đầu Trung Hoa Dân Quốc, cái chết kỳ quái của hàng chục công nhân thoát nước khiến người dân hoang mang, những xác chết không mảnh vải che thân nổi trên sông khiến thầy cúng khẳng định có ma nước và trấn đã gặp nguy hiểm lớn. Cảnh sát Cố Trí Viễn dựa vào những công việc nhỏ ở bến tàu để duy trì kế sinh nhai của anh và nuôi con gái.Vào ngày này, con quái vật hung ác trên sông đã lao vào bờ phá hủy nhà cửa và tính mạng của dân chúng, thậm chí còn bắt cóc con gái Cố Trí Viễn. Để cứu con gái mình, Trí Viễn đã bắt tay với Đường Tiểu Duy dể bắt đầu hành trình chuộc lỗi và tiêu diệt quái thú.",Bí Ẩn|Tâm Lý,Đang cập nhật,Trung Quốc,2023,Phim Lẻ,https://img.ophim.live/uploads/movies/ha-thu-thumb.jpg,ha-thu
65,Trái Tim Rung Động,"Bộ phim kể về Cố Dịch một alpha male ngang ngạnh, đào hoa bạc tình, không thiết chuyện yêu đương, và Kiều Tình, một cô nàng thảo mai trông có vẻ yếu đuối nhưng thực sự kiên định, hữu dũng hữu mưu.Cả hai đi từ tương ái tương sát đến say đắm trong bể tình, một câu chuyện tình yêu đầy cú ngoặt.",Tình Cảm,Jiang Tian Hang,Trung Quốc,2023,Phim Bộ,https://img.ophim.live/uploads/movies/trai-tim-rung-dong-thumb.jpg,trai-tim-rung-dong
66,Chim Sẻ Trong Lòng Bàn Tay,"Hách Liên Tranh yêu em gái kế Hà An Nhiên sâu sắc, nhưng lại tận mắt chứng kiến cha cô giam cầm mẹ mình đến chết. Năm năm sau, Hách Liên Tranh trở về với thân phận đốc quân, anh bắt giữ cha dượng và ép cưới em gái kế để báo thù cho mẹ. Mạch Vũ Đường từ nhỏ sống nương tựa vào Hách Liên Tranh, nhưng lại vì anh mà bị què một chân. Sau nhiều năm gặp lại, đằng sau lớp hóa trang đẹp đẽ của Mạch Vũ Đường lại ẩn chứa sự hận thù thấu xương...&nbsp;",Chính Kịch,张铭座,Trung Quốc,2025,Phim Bộ,https://img.ophim.live/uploads/movies/chim-se-trong-long-ban-tay-thumb.jpg,chim-se-trong-long-ban-tay
